Cancer type,Gene symbol,Uniprot ID,Differential expression status_up,Differential expression status_down,The number of tumor types_pccup,oncogene_x,COSMIC_CGC_x,Number of tumor types (PCDGs),oncogene_y,COSMIC_CGC_y,The number of tumor types_pccdp,Number of tumor types (PCCDPs),Risk coefficient
COAD,RBMX2,Q9Y388,Up,,,,,,,,,,
ESCC,RBP1,P09455,Up,,,,,,,,,,
GBM,RBP1,P09455,Up,,,,,,,,,,
HNSC,RBP1,P09455,Up,,,,,,,,,,
PAAD,RBP1,P09455,,Down,,,,,,,,,
LUAD,RBP2,P50120,,Down,,,,,,,,,
LUSC,RBP2,P50120,,Down,,,,,,,,,
BRCA,RBP4,P02753,,Down,,,,,,,,,
HNSC,RBP4,P02753,,Down,,,,,,,,,
LUAD,RBP4,P02753,,Down,,,,,,,,,
LUSC,RBP4,P02753,,Down,,,,,,,,,
PAAD,RBP4,P02753,Up,,,,,,,,,,
BRCA,RBP5,P82980,Up,,,,,,,,,,
COAD,RBP5,P82980,,Down,,,,,,,,,
LIHC,RBP5,P82980,,Down,,,,,,,,,
LUSC,RBP5,P82980,,Down,,,,,,,,,
UCEC,RBP5,P82980,,Down,,,,,,,,,
BRCA,RBP7,Q96R05,,Down,,,,,,,,,
HNSC,RBP7,Q96R05,,Down,,,,,,,,,
LIHC,RBP7,Q96R05,Up,,,,,,,,,,
LUAD,RBP7,Q96R05,,Down,,,,,,,,,
OV,RBP7,Q96R05,,Down,,,,,,,,,
UCEC,RBP7,Q96R05,,Down,,,,,,,,,
BRCA,RBPMS,Q93062,,Down,,,,,,,,,
ESCC,RBPMS,Q93062,,Down,,,,,,,,,
HNSC,RBPMS,Q93062,,Down,,,,,,,,,
LUSC,RBPMS,Q93062,,Down,,,,,,,,,
OV,RBPMS,Q93062,,Down,,,,,,,,,
UCEC,RBPMS,Q93062,,Down,,,,,,,,,
COAD,RBPMS2,Q6ZRY4,,Down,,,,,,,,,
LUSC,RBPMS2,Q6ZRY4,,Down,,,,,,,,,
UCEC,RBPMS2,Q6ZRY4,,Down,,,,,,,,,
ESCC,RBSN,Q9H1K0,,Down,,,,,,,,,
LUSC,RBSN,Q9H1K0,,Down,,,,,,,,,
OV,RBSN,Q9H1K0,,Down,,,,,,,,,
UCEC,RBSN,Q9H1K0,,Down,,,,,,,,,
PAAD,RC3H2,Q9HBD1,Up,,,,,,,,,,
KIRC,RCAN1,P53805,,Down,,,,,,,,,
LIHC,RCAN1,P53805,,Down,,,,,,,,,
LUSC,RCAN1,P53805,,Down,,,,,,,,,
LIHC,RCBTB2,O95199,,Down,,,,,,,,,
UCEC,RCBTB2,O95199,,Down,,,,,,,,,
BRCA,RCC1,P18754,Up,,8.0,No,,,,,,,
COAD,RCC1,P18754,Up,,8.0,No,,,,,,,
ESCC,RCC1,P18754,Up,,8.0,No,,,,,,,
KIRC,RCC1,P18754,Up,,8.0,No,,,,,,,
LIHC,RCC1,P18754,Up,,8.0,No,,,,,,,
LUAD,RCC1,P18754,Up,,8.0,No,,,,,,,
LUSC,RCC1,P18754,Up,,8.0,No,,,,,,,
OV,RCC1,P18754,Up,,8.0,No,,,,,,,
COAD,RCC2,Q9P258,Up,,8.0,No,,,,,,,
ESCC,RCC2,Q9P258,Up,,8.0,No,,,,,,,
LIHC,RCC2,Q9P258,Up,,8.0,No,,,,,,,
LUAD,RCC2,Q9P258,Up,,8.0,No,,,,,,,
LUSC,RCC2,Q9P258,Up,,8.0,No,,,,,,,
OV,RCC2,Q9P258,Up,,8.0,No,,,,,,,
STAD,RCC2,Q9P258,Up,,8.0,No,,,,,,,
UCEC,RCC2,Q9P258,Up,,8.0,No,,,,,,,
LIHC,RCHY1,Q96PM5,,Down,,,,,,,,,
COAD,RCL1,Q9Y2P8,Up,,,,,,,,,,
GBM,RCL1,Q9Y2P8,Up,,,,,,,,,,
COAD,RCN1,Q15293,Up,,,,,,,,,,
ESCC,RCN1,Q15293,Up,,,,,,,,,,
GBM,RCN1,Q15293,Up,,,,,,,,,,
KIRC,RCN1,Q15293,Up,,,,,,,,,,
LUAD,RCN1,Q15293,Up,,,,,,,,,,
PAAD,RCN1,Q15293,Up,,,,,,,,,,
COAD,RCN2,Q14257,Up,,,,,,,,,,
ESCC,RCN2,Q14257,Up,,,,,,,,,,
LIHC,RCN2,Q14257,Up,,,,,,,,,,
LUSC,RCN2,Q14257,Up,,,,,,,,,,
OV,RCN2,Q14257,Up,,,,,,,,,,
UCEC,RCN2,Q14257,Up,,,,,,,,,,
COAD,RCN3,Q96D15,Up,,9.0,No,,,,,,,
ESCC,RCN3,Q96D15,Up,,9.0,No,,,,,,,
GBM,RCN3,Q96D15,Up,,9.0,No,,,,,,,
HNSC,RCN3,Q96D15,Up,,9.0,No,,,,,,,
KIRC,RCN3,Q96D15,Up,,9.0,No,,,,,,,
LUAD,RCN3,Q96D15,Up,,9.0,No,,,,,,,
LUSC,RCN3,Q96D15,Up,,9.0,No,,,,,,,
PAAD,RCN3,Q96D15,Up,,9.0,No,,,,,,,
STAD,RCN3,Q96D15,Up,,9.0,No,,,,,,,
GBM,RCOR1,Q9UKL0,Up,,,,,,,,,,
LUSC,RCOR2,Q8IZ40,Up,,,,,,,,,,
UCEC,RCOR2,Q8IZ40,Up,,,,,,,,,,
LIHC,RCOR3,Q9P2K3,Up,,,,,,,,,,
COAD,RCSD1,Q6JBY9,,Down,,,,,,,,,
KIRC,RCSD1,Q6JBY9,Up,,,,,,,,,,
LIHC,RCSD1,Q6JBY9,,Down,,,,,,,,,
LUAD,RCSD1,Q6JBY9,,Down,,,,,,,,,
LUSC,RCSD1,Q6JBY9,,Down,,,,,,,,,
COAD,RDH10,Q8IZV5,Up,,,,,,,,,,
GBM,RDH10,Q8IZV5,Up,,,,,,,,,,
LUAD,RDH10,Q8IZV5,Up,,,,,,,,,,
LUSC,RDH10,Q8IZV5,Up,,,,,,,,,,
KIRC,RDH11,Q8TC12,,Down,,,,,,,,,
KIRC,RDH12,Q96NR8,,Down,,,,,,,,,
GBM,RDH13,Q8NBN7,,Down,,,,,,,,,
KIRC,RDH13,Q8NBN7,Up,,,,,,,,,,
LIHC,RDH16,O75452,,Down,,,,,,,,,
LIHC,RDH5,Q92781,,Down,,,,,,,,,
GBM,RDX,P35241,Up,,,,,,,,,,
LUAD,RDX,P35241,,Down,,,,,,,,,
LUSC,RDX,P35241,,Down,,,,,,,,,
COAD,RECK,O95980,,Down,,,,,,,,,
ESCC,RECK,O95980,,Down,,,,,,,,,
HNSC,RECK,O95980,,Down,,,,,,,,,
LUAD,RECK,O95980,,Down,,,,,,,,,
LUSC,RECK,O95980,,Down,,,,,,,,,
OV,RECK,O95980,,Down,,,,,,,,,
UCEC,RECK,O95980,,Down,,,,,,,,,
COAD,RECQL,P46063,Up,,,,,,,,,,
ESCC,RECQL,P46063,Up,,,,,,,,,,
KIRC,RECQL,P46063,Up,,,,,,,,,,
HNSC,RECQL4,O94761,Up,,,,,,,,,,
LUSC,RECQL4,O94761,Up,,,,,,,,,,
LUSC,RECQL5,O94762,Up,,,,,,,,,,
ESCC,REEP1,Q9H902,,Down,,,,,,,,,
GBM,REEP1,Q9H902,,Down,,,,,,,,,
GBM,REEP2,Q9BRK0,,Down,,,,,,,,,
GBM,REEP3,Q6NUK4,Up,,,,,,,,,,
BRCA,REEP4,Q9H6H4,Up,,,,,,,,,,
LUSC,REEP4,Q9H6H4,Up,,,,,,,,,,
PAAD,REEP4,Q9H6H4,Up,,,,,,,,,,
UCEC,REEP4,Q9H6H4,Up,,,,,,,,,,
LUSC,REEP5,Q00765,,Down,,,,,,,,,
BRCA,REEP6,Q96HR9,Up,,,,,,,,,,
HNSC,REEP6,Q96HR9,,Down,,,,,,,,,
KIRC,REEP6,Q96HR9,,Down,,,,,,,,,
LIHC,REEP6,Q96HR9,,Down,,,,,,,,,
LUAD,REEP6,Q96HR9,Up,,,,,,,,,,
ESCC,REG1A,P05451,,Down,,,,,,,,,
PAAD,REG1A,P05451,,Down,,,,,,,,,
ESCC,REG1B,P48304,,Down,,,,,,,,,
PAAD,REG1B,P48304,,Down,,,,,,,,,
PAAD,REG3G,Q6UW15,,Down,,,,,,,,,
PAAD,REG4,Q9BYZ8,Up,,,,,,,,,,
BRCA,RELB,Q01201,Up,,,,,,,,,,
ESCC,RELB,Q01201,Up,,,,,,,,,,
GBM,RELB,Q01201,Up,,,,,,,,,,
HNSC,RELB,Q01201,Up,,,,,,,,,,
KIRC,RELB,Q01201,Up,,,,,,,,,,
PAAD,RELB,Q01201,Up,,,,,,,,,,
COAD,RELL1,Q8IUW5,,Down,,,,,,,,,
GBM,RELL2,Q8NC24,,Down,,,,,,,,,
LUAD,REM1,O75628,,Down,,,,,,,,,
LUSC,REM1,O75628,,Down,,,,,,,,,
KIRC,RENBP,P51606,,Down,,,,,,,,,
LUAD,RENBP,P51606,,Down,,,,,,,,,
LUSC,RENBP,P51606,,Down,,,,,,,,,
PAAD,RENBP,P51606,Up,,,,,,,,,,
COAD,REP15,Q6BDI9,,Down,,,,,,,,,
BRCA,REPIN1,Q9BWE0,Up,,,,,,,,,,
LIHC,REPIN1,Q9BWE0,Up,,,,,,,,,,
LUAD,REPIN1,Q9BWE0,Up,,,,,,,,,,
UCEC,REPIN1,Q9BWE0,Up,,,,,,,,,,
BRCA,REPS2,Q8NFH8,Up,,,,,,,,,,
GBM,REPS2,Q8NFH8,,Down,,,,,,,,,
LIHC,REPS2,Q8NFH8,,Down,,,,,,,,,
LUAD,REPS2,Q8NFH8,,Down,,,,,,,,,
LUSC,REPS2,Q8NFH8,,Down,,,,,,,,,
PAAD,REPS2,Q8NFH8,,Down,,,,,,,,,
GBM,RER1,O15258,Up,,,,,,,,,,
LUAD,RERG,Q96A58,,Down,,,,,,,,,
LUSC,RERG,Q96A58,,Down,,,,,,,,,
OV,RERG,Q96A58,,Down,,,,,,,,,
UCEC,RERG,Q96A58,,Down,,,,,,,,,
COAD,RETN,Q9HD89,Up,,,,,,,,,,
LUAD,RETN,Q9HD89,,Down,,,,,,,,,
PAAD,RETN,Q9HD89,Up,,,,,,,,,,
BRCA,RETSAT,Q6NUM9,,Down,,,,,,,,,
COAD,RETSAT,Q6NUM9,,Down,,,,,,,,,
ESCC,RETSAT,Q6NUM9,,Down,,,,,,,,,
HNSC,RETSAT,Q6NUM9,,Down,,,,,,,,,
LIHC,RETSAT,Q6NUM9,,Down,,,,,,,,,
LUSC,RETSAT,Q6NUM9,,Down,,,,,,,,,
ESCC,REXO4,Q9GZR2,Up,,,,,,,,,,
LUSC,REXO4,Q9GZR2,Up,,,,,,,,,,
PAAD,RFC1,P35251,,Down,,,,,,,,,
COAD,RFC2,P35250,Up,,,,,,,,,,
ESCC,RFC2,P35250,Up,,,,,,,,,,
GBM,RFC2,P35250,Up,,,,,,,,,,
HNSC,RFC2,P35250,Up,,,,,,,,,,
LUAD,RFC2,P35250,Up,,,,,,,,,,
LUSC,RFC2,P35250,Up,,,,,,,,,,
OV,RFC2,P35250,Up,,,,,,,,,,
BRCA,RFC3,P40938,Up,,9.0,Yes,,,,,,,
COAD,RFC3,P40938,Up,,9.0,Yes,,,,,,,
ESCC,RFC3,P40938,Up,,9.0,Yes,,,,,,,-0.0385947164423183
GBM,RFC3,P40938,Up,,9.0,Yes,,,,,,,
HNSC,RFC3,P40938,Up,,9.0,Yes,,,,,,,
LIHC,RFC3,P40938,Up,,9.0,Yes,,,,,,,
LUAD,RFC3,P40938,Up,,9.0,Yes,,,,,,,
LUSC,RFC3,P40938,Up,,9.0,Yes,,,,,,,
OV,RFC3,P40938,Up,,9.0,Yes,,,,,,,
BRCA,RFC4,P35249,Up,,10.0,No,,,,,,,
COAD,RFC4,P35249,Up,,10.0,No,,,,,,,
ESCC,RFC4,P35249,Up,,10.0,No,,,,,,,
GBM,RFC4,P35249,Up,,10.0,No,,,,,,,
HNSC,RFC4,P35249,Up,,10.0,No,,,,,,,
LIHC,RFC4,P35249,Up,,10.0,No,,,,,,,
LUAD,RFC4,P35249,Up,,10.0,No,,,,,,,
LUSC,RFC4,P35249,Up,,10.0,No,,,,,,,
OV,RFC4,P35249,Up,,10.0,No,,,,,,,
UCEC,RFC4,P35249,Up,,10.0,No,,,,,,,
BRCA,RFC5,P40937,Up,,8.0,No,,,,,,,
COAD,RFC5,P40937,Up,,8.0,No,,,,,,,
ESCC,RFC5,P40937,Up,,8.0,No,,,,,,,
GBM,RFC5,P40937,Up,,8.0,No,,,,,,,
HNSC,RFC5,P40937,Up,,8.0,No,,,,,,,
LUAD,RFC5,P40937,Up,,8.0,No,,,,,,,
LUSC,RFC5,P40937,Up,,8.0,No,,,,,,,
OV,RFC5,P40937,Up,,8.0,No,,,,,,,
GBM,RFESD,Q8TAC1,Up,,,,,,,,,,
PAAD,RFK,Q969G6,Up,,,,,,,,,,
COAD,RFT1,Q96AA3,Up,,,,,,,,,,
GBM,RFT1,Q96AA3,Up,,,,,,,,,,
BRCA,RFTN1,Q14699,,Down,,,,,,,,,
HNSC,RFTN1,Q14699,Up,,,,,,,,,,
KIRC,RFTN1,Q14699,Up,,,,,,,,,,
LUAD,RFTN1,Q14699,,Down,,,,,,,,,
LUSC,RFTN1,Q14699,,Down,,,,,,,,,
OV,RFTN1,Q14699,,Down,,,,,,,,,
PAAD,RFTN1,Q14699,Up,,,,,,,,,,
ESCC,RFWD3,Q6PCD5,Up,,,,,,,,,,
LUSC,RFWD3,Q6PCD5,Up,,,,,,,,,,
GBM,RFX2,P48378,Up,,,,,,,,,,
LUSC,RFX2,P48378,,Down,,,,,,,,,
UCEC,RFX2,P48378,,Down,,,,,,,,,
GBM,RFX4,Q33E94,Up,,,,,,,,,,
BRCA,RFX5,P48382,Up,,,,,,,,,,
BRCA,RFXANK,O14593,Up,,,,,,,,,,
GBM,RFXANK,O14593,Up,,,,,,,,,,
PAAD,RFXANK,O14593,Up,,,,,,,,,,
BRCA,RGCC,Q9H4X1,,Down,,,,,,,,,
KIRC,RGCC,Q9H4X1,Up,,,,,,,,,,
LUAD,RGCC,Q9H4X1,,Down,,,,,,,,,
LUSC,RGCC,Q9H4X1,,Down,,,,,,,,,
LIHC,RGL1,Q9NZL6,,Down,,,,,,,,,
LUAD,RGL1,Q9NZL6,,Down,,,,,,,,,
LUSC,RGL1,Q9NZL6,,Down,,,,,,,,,
ESCC,RGL3,Q3MIN7,,Down,,,,,,,,,
UCEC,RGL3,Q3MIN7,Up,,,,,,,,,,
BRCA,RGN,Q15493,,Down,,,,11.0,No,,,,
ESCC,RGN,Q15493,,Down,,,,11.0,No,,,,
HNSC,RGN,Q15493,,Down,,,,11.0,No,,,,
KIRC,RGN,Q15493,,Down,,,,11.0,No,,,,
LIHC,RGN,Q15493,,Down,,,,11.0,No,,,,
LUAD,RGN,Q15493,,Down,,,,11.0,No,,,,
LUSC,RGN,Q15493,,Down,,,,11.0,No,,,,
OV,RGN,Q15493,,Down,,,,11.0,No,,,,
PAAD,RGN,Q15493,,Down,,,,11.0,No,,,,
STAD,RGN,Q15493,,Down,,,,11.0,No,,,,
UCEC,RGN,Q15493,,Down,,,,11.0,No,,,,
COAD,RGPD4,Q7Z3J3,Up,,,,,,,,,,
COAD,RGS10,O43665,,Down,,,,,,,,,
KIRC,RGS10,O43665,Up,,,,,,,,,,
LIHC,RGS10,O43665,Up,,,,,,,,,,
OV,RGS10,O43665,Up,,,,,,,,,,
PAAD,RGS10,O43665,Up,,,,,,,,,,
UCEC,RGS10,O43665,Up,,,,,,,,,,
GBM,RGS12,O14924,,Down,,,,,,,,,
KIRC,RGS12,O14924,Up,,,,,,,,,,
PAAD,RGS12,O14924,Up,,,,,,,,,,
GBM,RGS14,O43566,,Down,,,,,,,,,
GBM,RGS18,Q9NS28,Up,,,,,,,,,,
LUAD,RGS18,Q9NS28,,Down,,,,,,,,,
LUSC,RGS18,Q9NS28,,Down,,,,,,,,,
BRCA,RGS19,P49795,Up,,,,,,,,,,
ESCC,RGS19,P49795,Up,,,,,,,,,,
HNSC,RGS19,P49795,Up,,,,,,,,,,
KIRC,RGS19,P49795,Up,,,,,,,,,,
PAAD,RGS19,P49795,Up,,,,,,,,,,
UCEC,RGS2,P41220,,Down,,,,,,,,,
LUSC,RGS3,P49796,,Down,,,,,,,,,
PAAD,RGS3,P49796,Up,,,,,,,,,,
GBM,RGS6,P49758,,Down,,,,,,,,,
GBM,RGS7,P49802,,Down,,,,,,,,,
GBM,RGS7BP,Q6MZT1,,Down,,,,,,,,,
OV,RHAG,Q02094,,Down,,,,,,,,,
GBM,RHBDD1,Q8TEB9,Up,,,,,,,,,,
BRCA,RHBDD2,Q6NTF9,Up,,,,,,,,,,
OV,RHBDD2,Q6NTF9,Up,,,,,,,,,,
UCEC,RHBDD2,Q6NTF9,Up,,,,,,,,,,
UCEC,RHBDD3,Q9Y3P4,Up,,,,,,,,,,
BRCA,RHBDF1,Q96CC6,Up,,,,,,,,,,
OV,RHBDF1,Q96CC6,,Down,,,,,,,,,
BRCA,RHBDF2,Q6PJF5,Up,,,,,,,,,,
GBM,RHBDF2,Q6PJF5,Up,,,,,,,,,,
KIRC,RHBDF2,Q6PJF5,Up,,,,,,,,,,
LUAD,RHBDF2,Q6PJF5,Up,,,,,,,,,,
LUSC,RHBDF2,Q6PJF5,Up,,,,,,,,,,
UCEC,RHBDF2,Q6PJF5,Up,,,,,,,,,,
LUAD,RHBDL2,Q9NX52,Up,,,,,,,,,,
GBM,RHBDL3,P58872,,Down,,,,,,,,,
GBM,RHCE,P18577,Up,,,,,,,,,,
HNSC,RHCE,P18577,,Down,,,,,,,,,
HNSC,RHCG,Q9UBD6,,Down,,,,,,,,,
BRCA,RHD,Q02161,,Down,,,,,,,,,
HNSC,RHD,Q02161,,Down,,,,,,,,,
KIRC,RHD,Q02161,Up,,,,,,,,,,
LUSC,RHD,Q02161,,Down,,,,,,,,,
ESCC,RHEB,Q15382,Up,,,,,,,,,,
LUAD,RHEB,Q15382,Up,,,,,,,,,,
OV,RHEB,Q15382,Up,,,,,,,,,,
PAAD,RHOA,P61586,Up,,,,,,,,,,
LUAD,RHOB,P62745,,Down,,,,,,,,,
HNSC,RHOC,P08134,Up,,,,,,,,,,
LIHC,RHOC,P08134,Up,,,,,,,,,,
OV,RHOC,P08134,Up,,,,,,,,,,
PAAD,RHOC,P08134,Up,,,,,,,,,,
HNSC,RHOF,Q9HBH0,Up,,,,,,,,,,
KIRC,RHOF,Q9HBH0,,Down,,,,,,,,,
LUSC,RHOF,Q9HBH0,,Down,,,,,,,,,
PAAD,RHOF,Q9HBH0,Up,,,,,,,,,,
KIRC,RHOG,P84095,Up,,,,,,,,,,
PAAD,RHOG,P84095,Up,,,,,,,,,,
ESCC,RHOJ,Q9H4E5,,Down,,,,,,,,,
LUAD,RHOJ,Q9H4E5,,Down,,,,,,,,,
LUSC,RHOJ,Q9H4E5,,Down,,,,,,,,,
UCEC,RHOJ,Q9H4E5,,Down,,,,,,,,,
BRCA,RHOT2,Q8IXI1,Up,,,,,,,,,,
LUAD,RHOT2,Q8IXI1,Up,,,,,,,,,,
LUSC,RHOT2,Q8IXI1,Up,,,,,,,,,,
GBM,RHPN2,Q8IUC4,Up,,,,,,,,,,
OV,RHPN2,Q8IUC4,Up,,,,,,,,,,
PAAD,RHPN2,Q8IUC4,Up,,,,,,,,,,
UCEC,RHPN2,Q8IUC4,Up,,,,,,,,,,
LUAD,RIBC1,Q8N443,,Down,,,,,,,,,
LUSC,RIBC1,Q8N443,,Down,,,,,,,,,
UCEC,RICTOR,Q6R327,,Down,,,,,,,,,
ESCC,RIF1,Q5UIP0,Up,,,,,,,,,,
BRCA,RILP,Q96NA2,,Down,,,,,,,,,
HNSC,RILP,Q96NA2,,Down,,,,,,,,,
LUAD,RILP,Q96NA2,,Down,,,,,,,,,
LUSC,RILP,Q96NA2,,Down,,,,,,,,,
LUAD,RILPL1,Q5EBL4,,Down,,,,,,,,,
PAAD,RILPL1,Q5EBL4,Up,,,,,,,,,,
UCEC,RILPL1,Q5EBL4,,Down,,,,,,,,,
LUAD,RILPL2,Q969X0,,Down,,,,,,,,,
LUSC,RILPL2,Q969X0,,Down,,,,,,,,,
GBM,RIMBP2,O15034,,Down,,,,,,,,,
KIRC,RIMKLA,Q8IXN7,Up,,,,,,,,,,
GBM,RIMS1,Q86UR5,,Down,,,,,,,,,
GBM,RIMS2,Q9UQ26,,Down,,,,,,,,,
GBM,RIMS3,Q9UJD0,,Down,,,,,,,,,
HNSC,RIN1,Q13671,Up,,,,,,,,,,
LUSC,RIN1,Q13671,Up,,,,,,,,,,
PAAD,RIN1,Q13671,Up,,,,,,,,,,
GBM,RIN2,Q8WYP3,Up,,,,,,,,,,
HNSC,RIN2,Q8WYP3,Up,,,,,,,,,,
PAAD,RIN2,Q8WYP3,Up,,,,,,,,,,
GBM,RIN3,Q8TB24,Up,,,,,,,,,,
KIRC,RIN3,Q8TB24,Up,,,,,,,,,,
LUSC,RIN3,Q8TB24,,Down,,,,,,,,,
PAAD,RIN3,Q8TB24,Up,,,,,,,,,,
ESCC,RING1,Q06587,Up,,,,,,,,,,
ESCC,RIOK1,Q9BRS2,Up,,,,,,,,,,
GBM,RIOK1,Q9BRS2,Up,,,,,,,,,,
LUSC,RIOK1,Q9BRS2,Up,,,,,,,,,,
GBM,RIOK2,Q9BVS4,Up,,,,,,,,,,
LUSC,RIOK3,O14730,Up,,,,,,,,,,
GBM,RIPK1,Q13546,Up,,,,,,,,,,
COAD,RIPK2,O43353,Up,,,,,,,,,,
GBM,RIPK2,O43353,Up,,,,,,,,,,
KIRC,RIPK2,O43353,Up,,,,,,,,,,
LIHC,RIPK2,O43353,Up,,,,,,,,,,
PAAD,RIPK2,O43353,Up,,,,,,,,,,
UCEC,RIPK2,O43353,Up,,,,,,,,,,
ESCC,RIPK3,Q9Y572,,Down,,,,,,,,,
LUSC,RIPK3,Q9Y572,,Down,,,,,,,,,
PAAD,RIPK3,Q9Y572,Up,,,,,,,,,,
GBM,RIT1,Q92963,Up,,,,,,,,,,
GBM,RIT2,Q99578,,Down,,,,,,,,,
GBM,RLBP1,P12271,,Down,,,,,,,,,
PAAD,RLBP1,P12271,Up,,,,,,,,,,
COAD,RMDN2,Q96LZ7,,Down,,,,,,,,,
LIHC,RMDN2,Q96LZ7,,Down,,,,,,,,,
LUAD,RMDN2,Q96LZ7,,Down,,,,,,,,,
LUSC,RMDN2,Q96LZ7,,Down,,,,,,,,,
LUAD,RMDN3,Q96TC7,,Down,,,,,,,,,
LUSC,RMDN3,Q96TC7,,Down,,,,,,,,,
GBM,RMI1,Q9H9A7,Up,,,,,,,,,,
LUSC,RMI1,Q9H9A7,Up,,,,,,,,,,
ESCC,RMI2,Q96E14,Up,,,,,,,,,,
LUSC,RMI2,Q96E14,Up,,,,,,,,,,
BRCA,RMND1,Q9NWS8,Up,,,,,,,,,,
GBM,RMND5A,Q9H871,,Down,,,,,,,,,
BRCA,RNASE1,P07998,,Down,,,,,,,,,
COAD,RNASE1,P07998,,Down,,,,,,,,,
LIHC,RNASE1,P07998,Up,,,,,,,,,,
LUSC,RNASE1,P07998,,Down,,,,,,,,,
PAAD,RNASE1,P07998,,Down,,,,,,,,,
GBM,RNASE2,P10153,Up,,,,,,,,,,
BRCA,RNASE4,P34096,,Down,,,,8.0,No,,,,
ESCC,RNASE4,P34096,,Down,,,,8.0,No,,,,
HNSC,RNASE4,P34096,,Down,,,,8.0,No,,,,
LUAD,RNASE4,P34096,,Down,,,,8.0,No,,,,
LUSC,RNASE4,P34096,,Down,,,,8.0,No,,,,
OV,RNASE4,P34096,,Down,,,,8.0,No,,,,
STAD,RNASE4,P34096,,Down,,,,8.0,No,,,,
UCEC,RNASE4,P34096,,Down,,,,8.0,No,,,,
COAD,RNASE6,Q93091,,Down,,,,,,,,,
GBM,RNASE6,Q93091,Up,,,,,,,,,,
PAAD,RNASE6,Q93091,Up,,,,,,,,,,
COAD,RNASEH2A,O75792,Up,,,,,,,,,,
KIRC,RNASEH2A,O75792,Up,,,,,,,,,,
LIHC,RNASEH2A,O75792,Up,,,,,,,,,,
COAD,RNASEH2B,Q5TBB1,Up,,,,,,,,,,
PAAD,RNASEL,Q05823,Up,,,,,,,,,,
GBM,RNASET2,O00584,Up,,,,,,,,,,
LUAD,RNASET2,O00584,Up,,,,,,,,,,
OV,RNASET2,O00584,Up,,,,,,,,,,
PAAD,RNASET2,O00584,Up,,,,,,,,,,
UCEC,RNASET2,O00584,Up,,,,,,,,,,
LIHC,RND3,P61587,,Down,,,,,,,,,
COAD,RNF113A,O15541,Up,,,,,,,,,,
KIRC,RNF113A,O15541,Up,,,,,,,,,,
COAD,RNF114,Q9Y508,Up,,,,,,,,,,
GBM,RNF114,Q9Y508,Up,,,,,,,,,,
HNSC,RNF123,Q5XPI4,,Down,,,,,,,,,
BRCA,RNF126,Q9BV68,Up,,,,,,,,,,
LUSC,RNF126,Q9BV68,Up,,,,,,,,,,
LUAD,RNF13,O43567,,Down,,,,,,,,,
LUSC,RNF130,Q86XS8,,Down,,,,,,,,,
GBM,RNF135,Q8IUD6,Up,,,,,,,,,,
HNSC,RNF141,Q8WVD5,,Down,,,,,,,,,
UCEC,RNF145,Q96MT1,Up,,,,,,,,,,
UCEC,RNF146,Q9NTX7,,Down,,,,,,,,,
LIHC,RNF157,Q96PX1,Up,,,,,,,,,,
ESCC,RNF168,Q8IYW5,Up,,,,,,,,,,
HNSC,RNF168,Q8IYW5,Up,,,,,,,,,,
LUSC,RNF168,Q8IYW5,Up,,,,,,,,,,
UCEC,RNF169,Q8NCN4,,Down,,,,,,,,,
BRCA,RNF181,Q9P0P0,Up,,,,,,,,,,
LUAD,RNF181,Q9P0P0,Up,,,,,,,,,,
ESCC,RNF2,Q99496,Up,,,,,,,,,,
LUSC,RNF2,Q99496,Up,,,,,,,,,,
BRCA,RNF213,Q63HN8,Up,,,,,,,,,,
LIHC,RNF213,Q63HN8,Up,,,,,,,,,,
LUAD,RNF213,Q63HN8,Up,,,,,,,,,,
OV,RNF213,Q63HN8,Up,,,,,,,,,,
BRCA,RNF40,O75150,Up,,,,,,,,,,
UCEC,RNFT2,Q96EX2,Up,,,,,,,,,,
OV,RNH1,P13489,,Down,,,,,,,,,
ESCC,RNPEPL1,Q9HAU8,,Down,,,,,,,,,
COAD,RNPS1,Q15287,Up,,,,,,,,,,
ESCC,RNPS1,Q15287,Up,,,,,,,,,,
OV,RNPS1,Q15287,Up,,,,,,,,,,
LIHC,ROBO1,Q9Y6N7,Up,,,,,,,,,,
LUSC,ROBO1,Q9Y6N7,Up,,,,,,,,,,
PAAD,ROBO1,Q9Y6N7,Up,,,,,,,,,,
LUSC,ROBO2,Q9HCK4,,Down,,,,,,,,,
LUSC,ROBO4,Q8WZ75,,Down,,,,,,,,,
ESCC,ROCK1,Q13464,,Down,,,,,,,,,
LUSC,ROCK1,Q13464,,Down,,,,,,,,,
BRCA,ROCK2,O75116,,Down,,,,,,,,,
GBM,ROCK2,O75116,,Down,,,,,,,,,
LUSC,ROCK2,O75116,,Down,,,,,,,,,
UCEC,ROCK2,O75116,,Down,,,,,,,,,
GBM,ROGDI,Q9GZN7,,Down,,,,,,,,,
BRCA,ROMO1,P60602,Up,,,,,,,,,,
ESCC,ROMO1,P60602,Up,,,,,,,,,,
LIHC,ROMO1,P60602,Up,,,,,,,,,,
LUAD,ROPN1L,Q96C74,,Down,,,,,,,,,
LUSC,ROPN1L,Q96C74,,Down,,,,,,,,,
ESCC,ROR1,Q01973,,Down,,,,,,,,,
LUAD,ROR1,Q01973,,Down,,,,,,,,,
LUSC,ROR1,Q01973,,Down,,,,,,,,,
COAD,ROR2,Q01974,,Down,,,,,,,,,
